code,indicator,country,year,value
EA_3T8_AG25T99_GPI,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, gender parity index (GPI)","China,HongKongSpecialAdministrativeRegion",2009,0.93376
EA_3T8_AG25T99_GPI,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, gender parity index (GPI)","China,HongKongSpecialAdministrativeRegion",2010,0.93823
EA_3T8_AG25T99_GPI,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, gender parity index (GPI)","China,HongKongSpecialAdministrativeRegion",2011,0.93465
EA_3T8_AG25T99_GPI,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, gender parity index (GPI)","China,HongKongSpecialAdministrativeRegion",2014,0.94352
EA_3T8_AG25T99_GPI,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, gender parity index (GPI)","China,HongKongSpecialAdministrativeRegion",2015,0.94232
EA_8_AG25T99_M,"Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, male (%)",Turkey,2013,0.42092
EA_8_AG25T99_M,"Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, male (%)",Turkey,2014,0.42841
EA_8_AG25T99_M,"Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, male (%)",Turkey,2015,0.38911
EA_5T8_AG25T99_F,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)",SriLanka,2001,14.11205
EA_5T8_AG25T99_F,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)",SriLanka,2008,14.5631
EA_5T8_AG25T99_F,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)",SriLanka,2009,14.82605
EA_5T8_AG25T99_GPI,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, gender parity index (GPI)",Iceland,2005,1.17054
EA_3T8_AG25T99_GPI,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, gender parity index (GPI)",Philippines,2000,1.00268
EA_3T8_AG25T99_GPI,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, gender parity index (GPI)",Philippines,2004,1.05178
EA_3T8_AG25T99_GPI,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, gender parity index (GPI)",Philippines,2010,1.03937
EA_3T8_AG25T99_GPI,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, gender parity index (GPI)",Philippines,2013,1.05887
EA_4T8_AG25T99_M,"Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, male (%)",Israel,2007,
EA_4T8_AG25T99_M,"Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, male (%)",Israel,2009,
EA_4T8_AG25T99_M,"Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, male (%)",Israel,2010,
EA_4T8_AG25T99_M,"Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, male (%)",Israel,2011,
EA_4T8_AG25T99_M,"Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, male (%)",Israel,2012,
EA_4T8_AG25T99_M,"Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, male (%)",Israel,2013,
EA_4T8_AG25T99_M,"Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, male (%)",Israel,2014,
EA_4T8_AG25T99_M,"Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, male (%)",Israel,2015,
EA_4T8_AG25T99,"Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, both sexes (%)",Germany,2006,27.16062
EA_4T8_AG25T99,"Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, both sexes (%)",Germany,2007,27.71277
EA_4T8_AG25T99,"Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, both sexes (%)",Germany,2008,28.81607
EA_4T8_AG25T99,"Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, both sexes (%)",Germany,2009,29.83956
EA_4T8_AG25T99,"Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, both sexes (%)",Germany,2010,30.2569
EA_4T8_AG25T99,"Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, both sexes (%)",Germany,2011,31.1495
EA_4T8_AG25T99,"Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, both sexes (%)",Germany,2012,31.79364
EA_4T8_AG25T99,"Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, both sexes (%)",Germany,2013,32.33492
EA_4T8_AG25T99,"Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, both sexes (%)",Germany,2014,33.42421
EA_4T8_AG25T99,"Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, both sexes (%)",Germany,2015,34.41009
EA_4T8_AG25T99,"Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, both sexes (%)",Lithuania,2005,44.95722
EA_4T8_AG25T99,"Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, both sexes (%)",Lithuania,2006,46.65975
EA_4T8_AG25T99,"Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, both sexes (%)",Lithuania,2007,48.22584
EA_4T8_AG25T99,"Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, both sexes (%)",Lithuania,2008,48.38849
EA_4T8_AG25T99,"Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, both sexes (%)",Lithuania,2009,48.48151
EA_4T8_AG25T99,"Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, both sexes (%)",Lithuania,2010,48.83363
EA_4T8_AG25T99,"Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, both sexes (%)",Lithuania,2011,49.64981
EA_4T8_AG25T99,"Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, both sexes (%)",Lithuania,2012,49.68885
EA_4T8_AG25T99,"Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, both sexes (%)",Lithuania,2013,49.59112
EA_4T8_AG25T99,"Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, both sexes (%)",Lithuania,2014,50.88567
EA_4T8_AG25T99,"Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, both sexes (%)",Lithuania,2015,52.13129
EA_2T8_AG25T99_F,"Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, female (%)",Iceland,2005,95.09661
EA_1T8_AG25T99_GPI,"Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, gender parity index (GPI)",Mongolia,2000,0.97187
EA_1T8_AG25T99_GPI,"Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, gender parity index (GPI)",Mongolia,2010,1.00174
EA_1T8_AG25T99_M,"Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, male (%)",Armenia,2001,98.65564
EA_1T8_AG25T99_M,"Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, male (%)",Armenia,2011,99.52137
EA_1T8_AG25T99_M,"Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, male (%)",Armenia,2015,99.58504
EA_3T8_AG25T99_M,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, male (%)",Namibia,2001,19.01574
EA_4T8_AG25T99_M,"Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, male (%)",Chile,2004,13.72309
EA_4T8_AG25T99_M,"Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, male (%)",Chile,2007,
EA_4T8_AG25T99_M,"Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, male (%)",Chile,2008,
EA_4T8_AG25T99_M,"Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, male (%)",Chile,2009,
EA_4T8_AG25T99_M,"Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, male (%)",Chile,2010,
EA_4T8_AG25T99_M,"Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, male (%)",Chile,2011,
EA_4T8_AG25T99_M,"Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, male (%)",Chile,2013,
EA_5T8_AG25T99,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, both sexes (%)",Seychelles,2002,7.69545
EA_6T8_AG25T99_M,"Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, male (%)",Azerbaijan,2013,18.99834
EA_6T8_AG25T99_M,"Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, male (%)",Azerbaijan,2014,19.04231
EA_6T8_AG25T99_M,"Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, male (%)",Azerbaijan,2015,19.07084
EA_1T8_AG25T99_M,"Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, male (%)",RussianFederation,2002,99.69062
EA_1T8_AG25T99_M,"Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, male (%)",RussianFederation,2010,99.55822
EA_2T8_AG25T99_F,"Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, female (%)",Bahrain,2001,56.94968
EA_2T8_AG25T99_F,"Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, female (%)",Bahrain,2010,56.70442
EA_4T8_AG25T99_GPI,"Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, gender parity index (GPI)",Malaysia,2000,0.76932
EA_4T8_AG25T99_GPI,"Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, gender parity index (GPI)",Malaysia,2005,0.90246
EA_4T8_AG25T99_GPI,"Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, gender parity index (GPI)",Malaysia,2009,0.91342
EA_4T8_AG25T99_GPI,"Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, gender parity index (GPI)",Malaysia,2010,0.92173
EA_2T8_AG25T99_M,"Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, male (%)",Anguilla,2001,52.9392
EA_4T8_AG25T99_M,"Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, male (%)",CostaRica,2007,
EA_4T8_AG25T99_M,"Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, male (%)",CostaRica,2008,
EA_4T8_AG25T99_M,"Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, male (%)",CostaRica,2009,
EA_4T8_AG25T99_M,"Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, male (%)",CostaRica,2010,
EA_4T8_AG25T99_M,"Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, male (%)",CostaRica,2011,
EA_4T8_AG25T99_M,"Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, male (%)",CostaRica,2012,20.73893
EA_4T8_AG25T99_M,"Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, male (%)",CostaRica,2014,
EA_4T8_AG25T99_M,"Educational attainment: at least completed post-secondary (ISCED 4 or higher), population 25+ years, male (%)",CostaRica,2015,
EA_1T8_AG25T99,"Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, both sexes (%)",Kyrgyzstan,1999,96.51809
EA_1T8_AG25T99,"Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, both sexes (%)",Kyrgyzstan,2009,97.97211
EA_2T8_AG25T99_GPI,"Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, gender parity index (GPI)",Ghana,2010,0.699
EA_1T8_AG25T99_GPI,"Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, gender parity index (GPI)",UnitedArabEmirates,2005,1.07061
EA_2T8_AG25T99_GPI,"Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, gender parity index (GPI)",Kenya,2009,0.72218
EA_2T8_AG25T99_GPI,"Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, gender parity index (GPI)",Kenya,2010,0.78834
EA_2T8_AG25T99_M,"Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, male (%)",BurkinaFaso,2006,11.26426
EA_2T8_AG25T99_M,"Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, male (%)",BurkinaFaso,2007,3.23734
EA_2T8_AG25T99_M,"Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, male (%)",BurkinaFaso,2014,11.53894
EA_3T8_AG25T99_M,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, male (%)",Singapore,2005,63.02241
EA_3T8_AG25T99_M,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, male (%)",Singapore,2006,61.3693
EA_3T8_AG25T99_M,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, male (%)",Singapore,2007,61.89668
EA_3T8_AG25T99_M,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, male (%)",Singapore,2008,65.91951
EA_3T8_AG25T99_M,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, male (%)",Singapore,2009,66.1602
EA_3T8_AG25T99_M,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, male (%)",Singapore,2010,68.72483
EA_3T8_AG25T99_M,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, male (%)",Singapore,2011,69.68557
EA_3T8_AG25T99_M,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, male (%)",Singapore,2012,70.77277
EA_3T8_AG25T99_M,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, male (%)",Singapore,2013,71.78423
EA_3T8_AG25T99_M,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, male (%)",Singapore,2014,72.25191
EA_3T8_AG25T99_M,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, male (%)",Singapore,2015,73.78818
EA_5T8_AG25T99_F,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)",Panama,2000,11.45497
EA_5T8_AG25T99_F,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)",Panama,2010,24.37506
EA_8_AG25T99_F,"Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, female (%)",RepublicofKorea,2010,0.25459
EA_7T8_AG25T99,"Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, both sexes (%)",Bolivia(PlurinationalStateof),2012,1.79474
EA_2T8_AG25T99_GPI,"Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, gender parity index (GPI)",TrinidadandTobago,2008,0.99153
EA_2T8_AG25T99_GPI,"Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, gender parity index (GPI)",TrinidadandTobago,2009,1.00219
EA_6T8_AG25T99_GPI,"Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, gender parity index (GPI)",Uganda,2012,0.48595
EA_7T8_AG25T99_F,"Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, female (%)",Iran(IslamicRepublicof),2012,2.29463
EA_7T8_AG25T99_F,"Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, female (%)",Iran(IslamicRepublicof),2013,2.74315
EA_7T8_AG25T99_F,"Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, female (%)",Iran(IslamicRepublicof),2014,3.0987
EA_3T8_AG25T99_GPI,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, gender parity index (GPI)",Palestine,2004,0.70159
EA_3T8_AG25T99_GPI,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, gender parity index (GPI)",Palestine,2006,0.75415
EA_3T8_AG25T99_GPI,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, gender parity index (GPI)",Palestine,2007,0.75887
EA_3T8_AG25T99_GPI,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, gender parity index (GPI)",Palestine,2008,0.79387
EA_3T8_AG25T99_GPI,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, gender parity index (GPI)",Palestine,2009,0.82208
EA_3T8_AG25T99_GPI,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, gender parity index (GPI)",Palestine,2010,0.84492
EA_3T8_AG25T99_GPI,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, gender parity index (GPI)",Palestine,2011,0.84178
EA_3T8_AG25T99_GPI,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, gender parity index (GPI)",Palestine,2012,0.88531
EA_3T8_AG25T99_GPI,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, gender parity index (GPI)",Palestine,2013,0.91694
EA_3T8_AG25T99_GPI,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, gender parity index (GPI)",Palestine,2014,0.92765
EA_3T8_AG25T99_GPI,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, gender parity index (GPI)",Palestine,2015,0.96179
EA_3T8_AG25T99,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)",Tajikistan,2000,78.96372
EA_2T8_AG25T99_M,"Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, male (%)",Lesotho,2006,23.48336
EA_2T8_AG25T99_M,"Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, male (%)",Lesotho,2008,19.75836
EA_2T8_AG25T99,"Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)",Sweden,2004,88.4231
EA_2T8_AG25T99,"Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)",Sweden,2005,89.14183
EA_2T8_AG25T99,"Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)",Sweden,2006,89.80145
EA_2T8_AG25T99,"Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)",Sweden,2007,90.4075
EA_2T8_AG25T99,"Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)",Sweden,2008,85.78205
EA_2T8_AG25T99,"Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)",Sweden,2009,86.44331
EA_2T8_AG25T99,"Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)",Sweden,2010,87.07034
EA_2T8_AG25T99,"Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)",Sweden,2011,87.70395
EA_2T8_AG25T99,"Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)",Sweden,2012,88.33436
EA_2T8_AG25T99,"Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)",Sweden,2013,88.92723
EA_2T8_AG25T99,"Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)",Sweden,2014,89.47491
EA_2T8_AG25T99,"Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, both sexes (%)",Sweden,2015,90.0194
EA_3T8_AG25T99_M,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, male (%)",Mongolia,2000,50.83163
EA_3T8_AG25T99_M,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, male (%)",Mongolia,2010,63.80099
EA_6T8_AG25T99,"Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, both sexes (%)",Philippines,2010,16.48169
EA_6T8_AG25T99,"Educational attainment: at least bachelor's or equivalent (ISCED 6 or higher), population 25+ years, both sexes (%)",Philippines,2013,16.99506
EA_5T8_AG25T99_M,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, male (%)",Ethiopia,2007,0.83933
EA_5T8_AG25T99_M,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, male (%)",Ethiopia,2011,1.94046
EA_7T8_AG25T99_M,"Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, male (%)",Lithuania,2014,11.7109
EA_7T8_AG25T99_M,"Educational attainment: at least master's or equivalent (ISCED 7 or higher), population 25+ years, male (%)",Lithuania,2015,12.59869
EA_8_AG25T99_F,"Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, female (%)",Serbia,2011,0.2534
EA_8_AG25T99_F,"Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, female (%)",Serbia,2013,0.24224
EA_8_AG25T99_F,"Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, female (%)",Serbia,2014,0.25024
EA_8_AG25T99_F,"Educational attainment: doctoral or equivalent (ISCED 8), population 25+ years, female (%)",Serbia,2015,0.28679
EA_3T8_AG25T99_F,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, female (%)",Iceland,2005,54.83571
EA_3T8_AG25T99_M,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, male (%)",Bolivia(PlurinationalStateof),2001,44.01233
EA_3T8_AG25T99_M,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, male (%)",Bolivia(PlurinationalStateof),2006,36.80522
EA_3T8_AG25T99_M,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, male (%)",Bolivia(PlurinationalStateof),2008,40.31931
EA_3T8_AG25T99_M,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, male (%)",Bolivia(PlurinationalStateof),2009,42.78086
EA_3T8_AG25T99_M,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, male (%)",Bolivia(PlurinationalStateof),2012,46.8778
EA_3T8_AG25T99,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)",Netherlands,2004,64.72815
EA_3T8_AG25T99,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)",Netherlands,2005,64.95449
EA_3T8_AG25T99,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)",Netherlands,2007,67.44873
EA_3T8_AG25T99,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)",Netherlands,2008,66.22115
EA_3T8_AG25T99,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)",Netherlands,2009,66.34462
EA_3T8_AG25T99,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)",Netherlands,2010,66.77232
EA_3T8_AG25T99,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)",Netherlands,2011,66.4096
EA_3T8_AG25T99,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)",Netherlands,2012,67.09863
EA_3T8_AG25T99,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)",Netherlands,2013,69.52969
EA_3T8_AG25T99,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)",Netherlands,2014,69.4222
EA_3T8_AG25T99,"Educational attainment: at least completed upper secondary (ISCED 3 or higher), population 25+ years, both sexes (%)",Netherlands,2015,69.57044
EA_5T8_AG25T99,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, both sexes (%)",Germany,2004,22.35756
EA_5T8_AG25T99,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, both sexes (%)",Germany,2005,22.07248
EA_5T8_AG25T99,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, both sexes (%)",Germany,2006,21.52043
EA_5T8_AG25T99,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, both sexes (%)",Germany,2007,21.95724
EA_5T8_AG25T99,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, both sexes (%)",Germany,2008,23.04858
EA_5T8_AG25T99,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, both sexes (%)",Germany,2009,24.03834
EA_5T8_AG25T99,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, both sexes (%)",Germany,2010,24.27409
EA_5T8_AG25T99,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, both sexes (%)",Germany,2011,25.04294
EA_5T8_AG25T99,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, both sexes (%)",Germany,2012,25.61967
EA_5T8_AG25T99,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, both sexes (%)",Germany,2013,26.01148
EA_5T8_AG25T99,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, both sexes (%)",Germany,2014,24.87272
EA_5T8_AG25T99,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, both sexes (%)",Germany,2015,25.42612
EA_1T8_AG25T99,"Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, both sexes (%)","China,MacaoSpecialAdministrativeRegion",2001,78.85357
EA_1T8_AG25T99,"Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, both sexes (%)","China,MacaoSpecialAdministrativeRegion",2006,83.11769
EA_1T8_AG25T99,"Educational attainment: at least completed primary (ISCED 1 or higher), population 25+ years, both sexes (%)","China,MacaoSpecialAdministrativeRegion",2011,87.59429
EA_2T8_AG25T99_M,"Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, male (%)",Romania,2002,84.55765
EA_2T8_AG25T99_M,"Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, male (%)",Romania,2007,89.92435
EA_2T8_AG25T99_M,"Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, male (%)",Romania,2008,90.33113
EA_2T8_AG25T99_M,"Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, male (%)",Romania,2009,90.5176
EA_2T8_AG25T99_M,"Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, male (%)",Romania,2010,90.93454
EA_2T8_AG25T99_M,"Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, male (%)",Romania,2011,91.59545
EA_2T8_AG25T99_M,"Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, male (%)",Romania,2012,92.04605
EA_2T8_AG25T99_M,"Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, male (%)",Romania,2013,92.50292
EA_2T8_AG25T99_M,"Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, male (%)",Romania,2014,92.2433
EA_2T8_AG25T99_M,"Educational attainment: at least completed lower secondary (ISCED 2 or higher), population 25+ years, male (%)",Romania,2015,92.69903
EA_5T8_AG25T99_F,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)",Brazil,2004,8.6289
EA_5T8_AG25T99_F,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)",Brazil,2006,9.1212
EA_5T8_AG25T99_F,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)",Brazil,2007,10.14061
EA_5T8_AG25T99_F,"Educational attainment: at least completed short-cycle tertiary (ISCED 5 or higher), population 25+ years, female (%)",Brazil,2008,10.83581
